,Date,Open,High,Low,Close,Adj Close,Volume,Ticker,StockPctChange
0,2019-12-31,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000.0,^GSPC,
1,2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000.0,^GSPC,0.008378802876399583
2,2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000.0,^GSPC,-0.007059870561300419
3,2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000.0,^GSPC,0.0035333726923132414
4,2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000.0,^GSPC,-0.002803238450998058
5,2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000.0,^GSPC,0.004902451310513145
6,2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000.0,^GSPC,0.0066552624994673515
7,2020-01-10,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000.0,^GSPC,-0.0028551785323552847
8,2020-01-13,3271.1298829999996,3288.1298829999996,3268.429932,3288.1298829999996,3288.1298829999996,3456380000.0,^GSPC,0.006976215203984504
9,2020-01-14,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000.0,^GSPC,-0.0015145329342817204
10,2020-01-15,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000.0,^GSPC,0.0018701969703727173
11,2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000.0,^GSPC,0.008366553169135038
12,2020-01-17,3323.659912,3329.8798829999996,3318.860107,3329.6201170000004,3329.6201170000004,3698170000.0,^GSPC,0.0038621620690160174
13,2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000.0,^GSPC,-0.002651977609973266
14,2020-01-22,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000.0,^GSPC,0.000289076089944329
15,2020-01-23,3315.77002,3326.8798829999996,3301.8701170000004,3325.540039,3325.540039,3764860000.0,^GSPC,0.0011409765936629679
16,2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000.0,^GSPC,-0.009042160866312154
17,2020-01-27,3247.159912,3258.850098,3234.5,3243.6298829999996,3243.6298829999996,3823100000.0,^GSPC,-0.015730711690954857
18,2020-01-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3526720000.0,^GSPC,0.01005358446440252
19,2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000.0,^GSPC,-0.0008668742243146399
20,2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000.0,^GSPC,0.0031343588645345033
21,2020-01-31,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4527830000.0,^GSPC,-0.017705820200054956
22,2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000.0,^GSPC,0.007254613784725583
23,2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000.0,^GSPC,0.014980414158696442
24,2020-02-05,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4117730000.0,^GSPC,0.01125059574111642
25,2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000.0,^GSPC,0.003325672909989974
26,2020-02-07,3335.540039,3341.419922,3322.1201170000004,3327.709961,3327.709961,3730650000.0,^GSPC,-0.005400853565797892
27,2020-02-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3450350000.0,^GSPC,0.007326397818839148
28,2020-02-11,3365.8701170000004,3375.6298829999996,3352.719971,3357.75,3357.75,3760550000.0,^GSPC,0.0016884725205512652
29,2020-02-12,3370.5,3381.469971,3369.719971,3379.4499509999996,3379.4499509999996,3926380000.0,^GSPC,0.006462646415009932
30,2020-02-13,3365.899902,3385.0900880000004,3360.5200200000004,3373.9399409999996,3373.9399409999996,3498240000.0,^GSPC,-0.0016304458062382787
31,2020-02-14,3378.080078,3380.6899409999996,3366.149902,3380.1599119999996,3380.1599119999996,3398040000.0,^GSPC,0.0018435334086464028
32,2020-02-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3746720000.0,^GSPC,-0.002919942623116789
33,2020-02-19,3380.389893,3393.5200200000004,3378.830078,3386.149902,3386.149902,3600150000.0,^GSPC,0.00470578579780212
34,2020-02-20,3380.4499509999996,3389.149902,3341.02002,3373.2299799999996,3373.2299799999996,4007320000.0,^GSPC,-0.0038155198009306446
35,2020-02-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3899270000.0,^GSPC,-0.010518102889622627
36,2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000.0,^GSPC,-0.033513626544828146
37,2020-02-25,3238.939941,3246.98999,3118.77002,3128.209961,3128.209961,5591510000.0,^GSPC,-0.030279995672499505
38,2020-02-26,3139.899902,3182.51001,3108.98999,3116.389893,3116.389893,5478110000.0,^GSPC,-0.0037785404903645237
39,2020-02-27,3062.540039,3097.070068,2977.389893,2978.76001,2978.76001,7058840000.0,^GSPC,-0.04416324263826643
40,2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000.0,^GSPC,-0.00823834042273175
41,2020-03-02,2974.280029,3090.959961,2945.189941,3090.22998,3090.22998,6376400000.0,^GSPC,0.04603922874232036
42,2020-03-03,3096.459961,3136.719971,2976.6298829999996,3003.3701170000004,3003.3701170000004,6355940000.0,^GSPC,-0.02810789603432673
43,2020-03-04,3045.75,3130.969971,3034.3798829999996,3130.1201170000004,3130.1201170000004,5035480000.0,^GSPC,0.04220259077712596
44,2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000.0,^GSPC,-0.033922077118806127
45,2020-03-06,2954.199951,2985.929932,2901.540039,2972.3701170000004,2972.3701170000004,6552140000.0,^GSPC,-0.017053851930321717
46,2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000.0,^GSPC,-0.07596969728248704
47,2020-03-10,2813.47998,2882.590088,2734.0,2882.22998,2882.22998,7635960000.0,^GSPC,0.04939630595567479
48,2020-03-11,2825.600098,2825.600098,2707.219971,2741.3798829999996,2741.3798829999996,7374110000.0,^GSPC,-0.048868444911533526
49,2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000.0,^GSPC,-0.09511268088633584
50,2020-03-13,2569.98999,2711.330078,2492.3701170000004,2711.02002,2711.02002,8258670000.0,^GSPC,0.09287124973282035
51,2020-03-16,2508.590088,2562.97998,2380.939941,2386.1298829999996,2386.1298829999996,7781540000.0,^GSPC,-0.11984055248695669
52,2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000.0,^GSPC,0.05995484949047958
53,2020-03-18,2436.5,2453.570068,2280.52002,2398.100098,2398.100098,8755780000.0,^GSPC,-0.051830762440945644
54,2020-03-19,2393.47998,2466.969971,2319.780029,2409.389893,2409.389893,7946710000.0,^GSPC,0.004707808072488717
55,2020-03-20,2431.939941,2453.01001,2295.560059,2304.919922,2304.919922,9044690000.0,^GSPC,-0.043359512424085644
56,2020-03-23,2290.709961,2300.72998,2191.860107,2237.399902,2237.399902,7402180000.0,^GSPC,-0.029293868023585024
57,2020-03-24,2344.439941,2449.709961,2344.439941,2447.330078,2447.330078,7547350000.0,^GSPC,0.09382773987446069
58,2020-03-25,2457.77002,2571.419922,2407.530029,2475.560059,2475.560059,8285670000.0,^GSPC,0.011535011665884554
59,2020-03-26,2501.290039,2637.01001,2500.719971,2630.070068,2630.070068,7753160000.0,^GSPC,0.062414162984360866
60,2020-03-27,2555.8701170000004,2615.909912,2520.02002,2541.469971,2541.469971,6194330000.0,^GSPC,-0.03368735231733755
61,2020-03-30,2558.97998,2631.800049,2545.280029,2626.649902,2626.649902,5746220000.0,^GSPC,0.03351600922771647
62,2020-03-31,2614.689941,2641.389893,2571.149902,2584.590088,2584.590088,6568290000.0,^GSPC,-0.01601272174414059
63,2020-04-01,2498.080078,2522.75,2447.48999,2470.5,2470.5,5947900000.0,^GSPC,-0.044142430372115515
64,2020-04-02,2458.540039,2533.219971,2455.790039,2526.899902,2526.899902,6454990000.0,^GSPC,0.022829347095729702
65,2020-04-03,2514.919922,2538.179932,2459.959961,2488.649902,2488.649902,6087190000.0,^GSPC,-0.01513712512700871
66,2020-04-06,2578.280029,2676.850098,2574.570068,2663.679932,2663.679932,6391860000.0,^GSPC,0.07033131894499789
67,2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000.0,^GSPC,-0.001603052960193252
68,2020-04-08,2685.0,2760.75,2663.300049,2749.97998,2749.97998,5856370000.0,^GSPC,0.03405645274589775
69,2020-04-09,2776.98999,2818.570068,2762.360107,2789.820068,2789.820068,7880140000.0,^GSPC,0.014487410195618944
70,2020-04-13,2782.459961,2782.459961,2721.169922,2761.6298829999996,2761.6298829999996,5274310000.0,^GSPC,-0.010104660627884066
71,2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000.0,^GSPC,0.03057258922339101
72,2020-04-15,2795.639893,2801.8798829999996,2761.540039,2783.360107,2783.360107,5203390000.0,^GSPC,-0.022030438817243536
